name,category,site,website,phone,borough,address,open,online,takeaway,delivery,appointment,note,gid,lat,lng
Brûlerie Aux Quatre Vents,Restos et Cafés,Site,http://www.marchespublics-mtl.com/en/merchants/brulerie-aux-quatre-vents/?filter_market=436,,Petite_Italie,"7070 Av Henri Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,Oui,,,,Magasin ouvert - Commande en ligne Tous les jours - 10h à 17h Brûlerie locale qui se spécialise en torréfaction et en importation de cafés de haute qualité.,ChIJMw4sThMZyUwR1DdPsD3WP4c,45.5364634,-73.6145186
Buanderie Royal Plus,Autres commerces et services,Site,http://www.buanderieroyalplus.com/,,Petite_Italie,"237 Rue Saint-Zotique E, Montréal, QC H2S 1L2, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 7h à 23h Machines à laver et sécheuses d’excellente qualité,ChIJH931UmwZyUwRgxP3zC0Sv9I,45.5339759,-73.6101252
Café St-henri,Restos et Cafés,Site,http://www.sainthenri.ca/,,Petite_Italie,"260 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,Oui,,,,Commande en ligne seulement  Café Saint-Henri est le premier micro-torréfacteur du Québec. Café raîchement torréfié et importations privés.,ChIJa-bZRRMZyUwRha7Tys9v74w,45.535859,-73.613974
Camellia-sinensis,Alimentation,Site,https://camellia-sinensis.com/,,Petite_Italie,"7010 Avenue Casgrain, Montréal, QC H2S 3A2, Canada",Ouvert ou activité réduite,Oui,,,,"Magasin ouvert - Commande en ligne Tous les jours - 11h à 17h Camellia-Sinensis propose une vaste sélection des meilleurs crus de thé blanc, thé vert, thé noir, Wulong (Oolong), Pu Er et matcha choisis directement dans les jardins de Chine, du Japon, de l’Inde et de Taïwan par son équipe de dégustateurs",ChIJtyO2JhMZyUwR-mv2A2mOfBM,45.5347435,-73.6149661
Canneberges Bieler,Alimentation,Site,http://www.marchespublics-mtl.com/Jean-Talon/,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Spécialisés dans les produits régionaux de la canneberge et de la lavande,ChIJnYQwYRMZyUwRgXnYONiYEFw,45.5361095,-73.6148902
Chèvrerie Du Buckland,Alimentation,Site,https://fr-ca.facebook.com/chevreriedubuckland,,Petite_Italie,"Place du Marché-du-Nord, 7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Spécialiste des produits de la chèvre, la Chèvrerie du Buckland vous propose des produits en provenance de l’élevage de chèvres alpines de sa ferme",ChIJMyFvQxMZyUwRoxzTG24Rot8,45.5361308,-73.6142262
Chez Louis,Alimentation,,,,Petite_Italie,"222 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Magasin de fruits et légumes le plus populaire au Québec,ChIJM-G7RhMZyUwRJie0kFcJkBE,45.535511,-73.6143367
Chez Nino,Alimentation,,,,Petite_Italie,"192 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Fruits et légumes exclusifs offerts selon la tradition familiale,ChIJ0dtURxMZyUwR8Pe3B_qabZY,45.5354169,-73.6145627
Chez Tousignant,Restos et Cafés,Site,http://www.cheztousignant.com/,(438) 386-6368,Petite_Italie,"6956 Rue Drolet, Montréal, QC H2S 2T3, Canada",Ouvert ou activité réduite,,Oui,Oui,,Pour emporter et livraison (Uber Eats) - Commande téléphonique Mardi au Dimanche - 16h à 22h Casse-croute québecois ou tout est fait maison,ChIJ5wn6rmwZyUwRGAFPWU998f4,45.5360923,-73.612367
Chocolats Privilège,Alimentation,Site,https://chocolatsprivilege.ca/,,Petite_Italie,"7075 Avenue Casgrain, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Chocolats privilège est une entreprise québécoise spécialisée dans la confection de produits chocolatés qui se distingue par sa grande expertise et son innovation continue.,ChIJnYQwYRMZyUwR3U-0SCSUS9Q,45.5361722,-73.6141444
Coop Coco,"Santé, sports, beauté et bien-être",Site,http://www.coopcoco.ca/,,Petite_Italie,"273 Rue Saint-Zotique E, Montréal, QC H2S 1L4, Canada",Ouvert ou activité réduite,Oui,,,,"Commande en ligne Lundi - mercredi : 9h - 18h Jeudi - vendredi : 9h - 21h Samedi - dimanche - 8h30 - 17h Coop Coco offre une vaste gamme d'ingrédients naturels certifiés biologiques, pour répondre aux besoins en DIY pour la beauté, la santé et la maison dans tout le Canada",ChIJb95iRWwZyUwRWgN99bpfyxA,45.5343526,-73.6098462
Crêperie Du Marché,Alimentation,Site,http://www.creperiedumarche.com/,,Petite_Italie,"7070 Avenue Henri-Julien Local CE16-17, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,"Commande par courriel uniquement : creperiedumarcheinc@gmail.com Tous les jours - 10h à 17h Crêpes salées et sucrées confectionnées dans la tradition des restaurants français. Cette crêperie travaille principalement des produits bio, sans gluten.",ChIJ-RNTZhMZyUwRFDfMCIphMLI,45.5364533,-73.6145524
Da Enrico,Restos et Cafés,Site,http://www.daenrico.com/,(514) 388-0719,Petite_Italie,"264 Rue Saint-Zotique E, Montréal, QC H2S 1L3, Canada",Ouvert ou activité réduite,,Oui,Oui,,Pour emporter - Commande téléphonique - Livraison Mardi au samedi - 17h à 22h Cuisine italienne des plus authentique depuis 1963,ChIJGTBMTmwZyUwRxA0GqnKtWG8,45.5340954,-73.6095437
Délices De La Mer / Atkins Et Frères,Alimentation,Site,https://www.atkinsetfreres.com/,,Petite_Italie,"1217 Avenue du Mont-Royal E, Montréal, QC H2J 1Y2, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Spécialiste de produits fins et locaux (Gaspésie, Iles de la Madeleine, Côte Nord et Provinces maritimes) issus de la Mer.",ChIJ9-qzS8MbyUwRNq76Ryo1P08,45.5290019,-73.578468
El Rey Del Taco,Restos et Cafés,Site,https://m.facebook.com/REYTACOMTL/,,Petite_Italie,"232 Rue Jean-Talon, Montréal, QC H2R 1S7, Canada",Ouvert ou activité réduite,,Oui,Oui,,Pour emporter et livraison Tous les jours - 9h à 22h Restaurant de tacos et mets mexicains,ChIJ5yYgeBMZyUwRv0fIjrpYGfg,45.5364197,-73.6159603
Épicerie Pumpui,Restos et Cafés,Site,http://www.pumpui.ca/,,Petite_Italie,"83 Rue Saint-Zotique E, Montréal, QC H2S 1K7, Canada",Ouvert ou activité réduite,,Oui,Oui,,Pour emporter et livraison - Épicerie et comptoir curry,ChIJL7yPoW0ZyUwRTLrGqZUZCcg,45.5328529,-73.6111091
Épices De Cru,Alimentation,Site,http://epicesdecru.com/,,Petite_Italie,"C-6, 7070 Avenue Henri Julien, Montréal, QC H2R 2W1, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Épices entières, terroirs d'exception, mélanges authentiques",ChIJhc_RdxMZyUwR6XBWqHGgc88,45.5362035,-73.6142778
Evangelista Sports,"Santé, sports, beauté et bien-être",Site,https://www.evangelistasports.com/,,Petite_Italie,"6821 Boul St-Laurent, Montréal, QC H2S 3C8, Canada",Ouvert ou activité réduite,Oui,,,,"Commande en ligne - Offre une vaste gamme de chaussures de soccer, 
d'uniformes de soccer et de vêtements officiel, d'équipement de soccer et de crampons",ChIJ0YmWRG0ZyUwRyolu-2QyU4c,45.532708,-73.613527
Fromagerie Hamel,Alimentation,Site,http://www.fromageriehamel.com/,,Petite_Italie,"220 Rue Jean-Talon, Montréal, QC H2R 1S7, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h La Fromagerie Hamel offre un choix unique de fromages fins et de charcuteries d’ici et d’ailleurs.,ChIJQVI3dhMZyUwRHNjv732hRuc,45.5362867,-73.6160192
Fruiterie Milano,Alimentation,Site,https://fruiteriemilano.com/,(514) 273-8558,Petite_Italie,"6862 Boul St-Laurent, Montréal, QC H2S 3C7, Canada",Ouvert ou activité réduite,Oui,,,,"Magasin ouvert - Commande téléphonique - Commande en ligne par courrier électronique info@fruiteriemilano.com Lundi au Vendredi - 8h30 à 19h
Samedi au Dimanche - 9h à 17h Le premier supermarché de spécialités italiennes au Québec",ChIJxUSLTG0ZyUwRHUhxb5de5r4,45.5327695,-73.614621
Gusta,Alimentation,Site,http://gustafoods.com/,,Petite_Italie,"191 Place du Marché-du-Nord, Montréal, QC H2S 1A2, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Gusta fabrique de produits véganes et propose des fromages végétaux et des saucisses végétales qui plaisent à tous les goûts.,ChIJdawYdRMZyUwR-K_xMZpdCKs,45.5359868,-73.6160863
Havre-aux-glaces,Alimentation,Site,http://havreauxglaces.com/?lang=en,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,Oui,,Livraison seulement - à venir Tous les jours - 10h à 17h Glacerie artisanale aux produits créatifs et authentiques,ChIJnYQwYRMZyUwRRh6OjSdPvEU,45.5363523,-73.6141491
Huit Maison De Torréfaction,Restos et Cafés,Site,http://www.8mdt.ca/,(514) 868-8671,Petite_Italie,"57 Rue Saint-Zotique E, Montréal, QC H2S 1K7, Canada",Ouvert ou activité réduite,Oui,,Oui,,Commande en ligne (suivre leur page FB) - Livraison Tous les jours - 8h à 17h Torréfacteur montréalais de cafés de spécialité de la Petite-Italie,ChIJ_9Yoj4kZyUwR3sAS5xQZobE,45.5326515,-73.6113499
Il Piatto Pieno Trattoria,Restos et Cafés,Site,http://www.piattopieno.com/,(514) 276-1076,Petite_Italie,"177 Rue Saint-Zotique E, Montréal, QC H2S 1K9, Canada",Ouvert ou activité réduite,,Oui,Oui,,Pour emporter - Commande téléphonique - Livraison Mardi au dimanche - 17h à minuit L'exemple parfait d'une typique Trattoria en Italie,ChIJ1xJ8r20ZyUwRKXE68-42mKI,45.533412,-73.610804
La Bièrothèque,Alimentation,,,,Petite_Italie,"152 Rue Saint-Zotique E, Montréal, QC H2S 1K8, Canada",Ouvert ou activité réduite,,,Oui,,"Magasin ouvert - Commande téléphonique - Livraison Tous les jours - 11h à 23h Spécialisée en bières de microbrasseries québécoises 
indépendantes. Cidre, vin, autres breuvages, grignotines et plus.",ChIJRY9upG0ZyUwRW-eBuWARex8,45.5330587,-73.6105826
La Boucherie Du Marché,Alimentation,Site,http://boucheriedumarche.ca/,,Petite_Italie,"224 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Produits de qualité et frais,ChIJC1e7RhMZyUwRZW4bodg5enw,45.535585,-73.614325
La Fournée Des Sucreries De L’érable,Alimentation,,,(514) 279-7830,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert - Commande téléphonique Tous les jours - 10h à 17h Maison de la fameuse tarte au sirop d’érable. Pâtisseries traditionnelles québécoises artisanales.,ChIJnYQwYRMZyUwRfHTMBdo3ub8,45.5364686,-73.6146921
Le Café Du Marché,Restos et Cafés,Site,https://www.facebook.com/cafedumarchejeantalon/?fref=ts,,Petite_Italie,"236 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,Oui,,,Magasin ouvert - pour emporter Tous les jours - 8h à 14h Café chaleureux,ChIJR5xyRxMZyUwRy0XDlLMPEqY,45.535683,-73.614185
Le Marché Des Saveurs Du Québec,Alimentation,Site,http://www.lemarchedessaveurs.com/,,Petite_Italie,"Marché Jean-Talon, 280 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h La plus importante vitrine sur le terroir québécois. Des produits alimentaires artisanaux de tous les coins du Québec.,ChIJ9-0dWxMZyUwR4D3u7wTc5oM,45.5361061,-73.6138707
Le Saint-houblon,Restos et Cafés,Site,http://sainthoublon.com/,,Petite_Italie,"6700 Boul St-Laurent, Montréal, QC H2S 3C7, Canada",Ouvert ou activité réduite,Oui,,Oui,,"Livraison seulement - Commande en ligne - Une ferme, une microbrasserie, trois restaurants",ChIJt7e2LV0ZyUwR3gLGR1-MizU,45.5319233,-73.6124985
Leopoldo Fruits Et Légumes,Alimentation,Site,http://www.leopoldo.ca/,,Petite_Italie,"182 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h L'endroit où aller pour les MEILLEURS fruits et légumes de la région,ChIJA0lKPxMZyUwRQ-37tI9881E,45.5352853,-73.6145889
Mangue & Melon,Alimentation,Site,http://www.marchespublics-mtl.com,,Petite_Italie,"7070 Henri Julien Ave, Montreal, Quebec H2S 3A3, Canada",Ouvert ou activité réduite,,,Oui,,"Magasin ouvert - Commande par courriel - Livraison manguemelonlivraison@gmail.com Tous les jours - 10h à 17h Chez Mangue et Melon, vous trouverez des jus frais et délicieux, élaborés à partir des meilleurs ingrédients.",,45.5364653,-73.6146713
Marché Royal Plus,Alimentation,Site,http://www.marcheroyal.ca/,(514) 276-6982,Petite_Italie,"274 Rue Saint-Zotique E, Montréal, QC H2S 1L3, Canada",Ouvert ou activité réduite,,,Oui,,"Magasin ouvert - Commande téléphonique - Livraison Tous les jours - 8h à 21h Cette entreprise familiale offre sur ses étalages de nombreux produits à saveur méditerranéenne – vous y trouverez plusieurs choix d’huile d’olive grecque et de pâtes, fruits et légumes frais, comptoir de fromages importés",ChIJmQoQT2wZyUwRwizDn4xfzTQ,45.5342866,-73.6095161
Marché Tania,Alimentation,Site,http://www.facebook.com/MarcheTania,,Petite_Italie,"172 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Venez rencontrer le sympathique Reggie et profitez d'une incroyable sélection de fruits et légumes frais,ChIJLzYoPxMZyUwRAjn_53Sd1wE,45.5351793,-73.6147793
Miss Napoletana,Restos et Cafés,Site,http://www.napoletana.com/,,Petite_Italie,"174 Rue Dante, Montréal, QC H2S 1J9, Canada",Ouvert ou activité réduite,,Oui,Oui,,"Pour emporter ou livraison Tous les jours - 16h à 19h 
Dimanche - 12h à 18h Petite soeur de la célèbre Pizzeria Napoletana. Boutique de prêt-à-manger",ChIJj0sGcnsZyUwRVeZsc03JAG0,45.5340799,-73.6124158
Mondou,Autres commerces et services,Site,https://www.mondou.com/en-CA/store-listing/s-mondou-jean-talon/2002,,Petite_Italie,"90 Rue Jean-Talon, Montréal, QC H2R 1S5, Canada",Ouvert ou activité réduite,Oui,,Oui,,"Magasin ouvert - Commande en ligne - livraison Lundi au vendredi - 11h à 19h
Samedi et Dimanche - 9h à 17h Chez Mondou, chiens, chats et petits animaux trouveront tout ce dont ils ont besoin.",ChIJuQxWphMZyUwRJgym88Pd0nY,45.5354845,-73.6166851
Olive & Olives,Alimentation,Site,http://oliveolives.com/fr/,,Petite_Italie,"7070 Henri Julien Ave, Montreal, Quebec H2R 1T1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Olive & Olives travaille directement avec les producteurs afin d'offrir un produit authentique et véritable. Une passion pour le monde et l'huile d'olive,,45.5363791,-73.6143872
Pastificio Sacchetto,Alimentation,Site,https://www.pastificio.ca/,(514) 274-4443,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert - Commande téléphonique - Commande sur messenger Tous les jours - 10h à 17h Spécialiste des pâtes fraîches, la boutique Pastificio Sacchetto produit chaque jour des produits de qualité. Le choix est vaste et le savoir-faire de l’artisan est unique en son genre",ChIJnYQwYRMZyUwRQ05EXrxuio4,45.536465,-73.614671
Pâtisserie St-martin,Alimentation,Site,http://www.patisseriestmartin.com/,,Petite_Italie,"268 Rue Jean-Talon, Montréal, QC H2R 1S7, Canada",Ouvert ou activité réduite,,,,Oui,"Magasin ouvert Tous les jours - 10h à 17h Le rendez-vous gourmet de tous ceux et celles qui cherchent la variété et l'authenticité en matière de pains, fromages , charcuteries et pàtisseries.",ChIJrfMBSQoZyUwRPWYOoeilw3g,45.5367722,-73.6156451
Pizzeria Gema,Restos et Cafés,Site,http://pizzeriagema.com/,(514) 419-444,Petite_Italie,"6827 Rue Saint-Dominique, Montréal, QC H2S 3B1, Canada",Ouvert ou activité réduite,,Oui,,,Pour emporter seulement - Commande téléphonique Mercredi au Dimanche - 16h à 22h Fine pizzeria du renommé chef Stefano Faita,ChIJncC-Pm0ZyUwRZP_rZmPdTno,45.5333468,-73.6129903
Pizzeria Napoletana,Restos et Cafés,Site,http://www.napoletana.com/,,Petite_Italie,"189 Rue Dante, Montréal, QC H2S 1K1, Canada",Ouvert ou activité réduite,,Oui,Oui,,Pour emporter et livraison (Golo - Skip - doordash) Tous les jours - 16h - 21h Authenticité et simplicité de recettes italiennes faites avec passion,ChIJ6wfm3mwZyUwR_OiovAdITds,45.5343649,-73.6125614
Plomberie G & G Ltée.,Autres commerces et services,Site,www.plomberiegg.ca,,Petite_Italie,"213 Rue Saint-Zotique, Montreal, Quebec H2S 1L2, Canada",Ouvert ou activité réduite,,,,,"Plomberie, chauffage et ventilation - services d'urgences Tous les jours - 9h à 17h Plombier commercial et industriel",,45.5337436,-73.6103265
Poissonnerie Shamrock,Alimentation,Site,http://www.shamrockpoissonnerie.ca/,,Petite_Italie,"7015 Avenue Casgrain, Montréal, QC H2S 3A1, Canada",Ouvert ou activité réduite,Oui,,Oui,,Magasin ouvert - Commande en ligne - Livraison Tous les jours - 7h à 18h Poissons et produits de fruits de mer sont de hautes qualités et les meilleurs sur le marché.,ChIJdW7oIxMZyUwRdSnItuwDrDs,45.5349602,-73.6149341
Porchetta,Restos et Cafés,,,(514) 278-7672,Petite_Italie,"6887 Boul St-Laurent, Montréal, QC H2S 3C9, Canada",Ouvert ou activité réduite,Oui,,,,"Commande en ligne Tous les jours - 11h à 19h
Jeudi, Vendredi et Samedi - 11h à 20h Sandwicherie et bouffe de rue typiquement italienne",ChIJIUoHS20ZyUwRS_64-X622Oc,45.5330889,-73.6144833
Porcmeilleur,Alimentation,,,(514) 276-4872,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert - Commande téléphonique Tous les jours - 10h à 17h Porcmeilleur est une boucherie spécialisée dans la viande de porc engraissée au lait.,ChIJnYQwYRMZyUwRXal0SfSv3xU,45.5363632,-73.6146289
Première Moisson,Alimentation,Site,http://www.premieremoisson.com/,(514) 270-3701,Petite_Italie,"7075 Avenue Casgrain, Montréal, QC H2S 3A3, Canada",Ouvert ou activité réduite,,,Oui,,"Commande téléphonique - Livraison - Service de ramassage Tous les jours - 10h à 17h Première Moisson concoit, fabrique et commercialise des produits de boulangerie, de pâtisserie, de charcuterie et du prêt-à manger qui se destinent à des consommateurs qui recherchent des produits authentiques, de qualité et originaux.",ChIJof3fCBMZyUwRftXhVvcNvrI,45.5354681,-73.6155009
Qui Lait Cru,Alimentation,Site,https://www.facebook.com/quilaitcru,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Des fromages artisanaux qui valent le détour! Découvrez, selon vos envies, ceux à base de lait de vache, de chèvre, de brebis et maintenant de bufflonne.",ChIJnYQwYRMZyUwRn1uhIuHZUoY,45.5364458,-73.6143801
Rachelle-béry,Alimentation,Site,https://www.rachellebery.ca/magasin/8600?utm_source=G&utm_medium=lpm&utm_campaign=SobeysMontreal,,Petite_Italie,"7055 Boul St-Laurent, Montréal, QC H2S 3E3, Canada",Ouvert ou activité réduite,Oui,,Oui,,Magasin ouvert - Commande en ligne- Livraison Tous les jours - 8h à 20h Première épicerie de produits naturels avec une mission avant-gardiste : apporter un vent nouveau à la façon dont les Québécois prennent soin de leur santé,ChIJpd7j7hIZyUwRkLIL3PCm1sQ,45.5339991,-73.6163173
Restaurant Makoto,Restos et Cafés,Site,http://www.restomakoto.ca/,(514) 272-7112,Petite_Italie,"7112 Boul St-Laurent, Montréal, QC H2S 3E2, Canada",Ouvert ou activité réduite,,,Oui,,Livraison seulement Mardi au Dimanche - 17h à 21h LE Restaurant Japonais & Coréen dans Petite Italie,ChIJ63PV8BIZyUwRf_LS76VhqYE,45.5339389,-73.6171972
Saq,Alimentation,Site,http://www.saq.com/webapp/wcs/stores/servlet/SAQStoreLocatorSearchResultsStoreDetailsView?storeLocationId=10041&catalogId=50000&langId=-2&storeIdentifier=23055&storeId=20002&utm_source=G&utm_medium=lpm&utm_campaign=saq,,Petite_Italie,"7077 Avenue Casgrain, Montréal, QC H2S 3A3, Canada",Ouvert ou activité réduite,Oui,,,,"Magasin ouvert - Commande en ligne Lundi - 12h - 18h
Mardi - Samedi - 10h - 18h Offre l'achat de boissons alcooliques (vins, bières et spiritueux) en magasin au Québec et propose aussi de la vente en ligne.",ChIJa52MuBIZyUwRuohjhQOurIU,45.5354141,-73.6158964
Saq Express,Alimentation,Site,http://www.saq.com/webapp/wcs/stores/servlet/SAQStoreLocatorSearchResultsStoreDetailsView?storeLocationId=10016&catalogId=50000&langId=-2&storeIdentifier=23023&storeId=20002&utm_source=G&utm_medium=lpm&utm_campaign=saq,,Petite_Italie,"954 Boulevard Décarie, Saint-Laurent, QC H4L 3M4, Canada",Ouvert ou activité réduite,Oui,,Oui,,"Magasin ouvert - Commande en ligne- Livraison Lundi - 12h - 18h
Mardi - Samedi - 10h - 18h Offre l'achat de boissons alcooliques (vins, bières et spiritueux) en magasin au Québec et propose aussi de la vente en ligne.",ChIJa2guyGoYyUwRll5z-83xPx0,45.5132877,-73.6815447
Sham,Alimentation,Site,https://www.shammontreal.com/,,Petite_Italie,"152 Avenue Mozart E, Montréal, QC H2S 1B4, Canada",Ouvert ou activité réduite,,Oui,Oui,,"Magasin ouvert - Pour emporter et Livraison Lundi au Vendredi - 10h à 21h
Samedi et Dimanche - 9h à 20h Végétaliens ou de style syrien, Sham selectionne soigneusement ses ingrédients et n'utilise que les plus frais et les plus naturels.",ChIJZ-BcKRMZyUwRmXA3wxqmm-8,45.5346522,-73.6142395
